earnings,byr,race,interval,eligible
25853.0898776,53,white,17,True
0.0,51,white,34,False
235978.589202,50,white,24,True
0.0,52,nonwhite,36,False
0.0,51,nonwhite,42,False
73787.8057393,51,white,48,False
0.0,50,nonwhite,73,False
22714.5154752,50,white,73,False
0.0,52,white,30,False
0.0,53,white,59,False
9367.89055621,51,nonwhite,5,True
0.0,50,white,4,True
15140.255145,51,nonwhite,20,True
6348.34862412,53,white,21,False
16315.0393416,51,white,14,True
0.0,51,white,61,False
0.0,50,white,17,True
0.0,53,white,47,False
14893.8226693,52,white,54,False
9521.60249097,52,white,42,False
18733.0133534,52,white,65,False
0.0,52,nonwhite,31,False
17279.7837357,51,white,11,True
13565.1039572,53,nonwhite,5,True
20058.6834814,50,nonwhite,32,True
0.0,53,nonwhite,60,False
14209.1083818,51,white,13,True
49142.4008616,50,white,39,True
14157.0931825,50,white,6,True
14358.6149629,53,white,42,False
26728.9314908,50,nonwhite,54,False
33041.307758,50,white,63,False
0.0,52,white,26,False
17696.5992208,53,white,4,True
19448.3935123,52,white,67,False
4944.48516544,52,nonwhite,15,True
18211.7813054,51,nonwhite,36,False
21744.5136747,53,white,18,True
12885.6864383,53,white,7,True
0.0,53,white,8,True
10954.7606831,53,white,2,True
0.0,50,white,22,True
12584.9879807,52,white,71,False
0.0,51,nonwhite,60,False
17118.0767214,50,nonwhite,7,True
19962.7387384,51,nonwhite,47,False
0.0,53,white,12,True
0.0,52,white,41,False
0.0,52,white,8,True
9154.85860392,53,white,5,True
10269.9319937,50,nonwhite,36,True
11023.4179205,51,nonwhite,49,False
17016.9930815,53,white,51,False
0.0,53,white,73,False
8678.13671471,52,nonwhite,18,True
7833.66972799,50,nonwhite,60,False
0.0,50,nonwhite,66,False
6730.89420251,52,white,4,True
28749.0457635,50,nonwhite,21,True
9825.62640121,53,white,50,False
14718.3006068,53,white,22,False
0.0,51,nonwhite,1,True
16060.0763764,52,white,12,True
0.0,52,nonwhite,22,False
0.0,52,white,19,True
14163.2466424,53,white,30,False
21784.8361331,52,nonwhite,39,False
11177.0283736,52,white,35,False
12901.628628,50,white,51,False
193928.866478,50,white,43,False
14155.9802454,50,white,29,True
12676.8501526,53,white,43,False
0.0,51,white,70,False
29734.9427039,50,white,53,False
0.0,51,nonwhite,23,True
10329.6703744,52,white,25,False
14599.2470296,50,white,8,True
0.0,51,white,61,False
0.0,51,white,19,True
3625.08613837,52,nonwhite,22,False
9286.52266086,52,white,69,False
0.0,53,nonwhite,46,False
0.0,50,nonwhite,29,True
0.0,53,white,52,False
15059.2172306,53,nonwhite,40,False
16708.690511,53,nonwhite,7,True
23826.4410785,50,nonwhite,35,True
0.0,52,nonwhite,40,False
4501.05328821,50,white,5,True
0.0,53,nonwhite,62,False
21213.1340994,52,white,24,False
10545.5441382,51,white,33,False
11730.8435775,53,white,45,False
9685.21821401,52,white,14,True
13215.0291064,50,nonwhite,14,True
39202.3841613,52,nonwhite,55,False
13120.0677086,51,white,55,False
11771.0994492,53,white,38,False
9824.65437209,52,white,7,True
7348.46492302,53,white,59,False
0.0,53,white,67,False
25220.1848231,51,white,21,True
0.0,50,white,61,False
15417.7048702,53,white,18,True
33167.8721901,52,nonwhite,33,False
13188.9925758,51,white,6,True
0.0,50,white,37,True
17191.2356957,52,white,52,False
0.0,50,nonwhite,1,True
10899.7492914,51,white,55,False
0.0,50,white,35,True
15352.0097138,51,white,16,True
0.0,53,white,61,False
0.0,51,white,3,True
10815.360822,51,white,62,False
76245.483584,53,white,73,False
8046.18125773,50,white,55,False
28456.4159087,51,white,21,True
0.0,53,white,63,False
23401.9666885,52,white,46,False
14633.5166814,52,white,66,False
26251.3228864,51,white,52,False
941.091743566,52,white,6,True
0.0,51,white,38,False
22807.5656984,52,white,65,False
0.0,50,nonwhite,6,True
5490.66935585,53,nonwhite,17,True
12785.3426058,50,white,44,False
14347.9145957,53,white,55,False
47870.4681545,50,white,14,True
0.0,53,white,35,False
0.0,53,white,66,False
0.0,51,white,28,False
8238.02589225,50,nonwhite,61,False
52127.3171001,51,white,22,True
7724.17409481,51,white,8,True
14145.3757353,51,white,39,False
6697.94472595,51,white,62,False
5702.29384349,52,white,56,False
17607.3669017,50,white,56,False
0.0,51,white,35,False
0.0,52,nonwhite,42,False
9385.27194736,50,nonwhite,57,False
0.0,52,nonwhite,55,False
9218.27121322,50,white,25,True
47085.7213515,50,white,65,False
30185.0432467,53,white,52,False
14863.1419092,50,white,46,False
24830.5948581,53,white,56,False
0.0,50,white,52,False
9944.10308151,52,white,72,False
0.0,52,white,43,False
23363.7374302,51,white,43,False
20669.3200181,51,white,29,False
0.0,53,nonwhite,23,False
13153.5411646,50,white,24,True
20384.76869,51,nonwhite,34,False
22848.636886,50,white,19,True
46286.7196859,51,nonwhite,67,False
16044.4807189,50,nonwhite,71,False
0.0,50,nonwhite,61,False
0.0,52,nonwhite,2,True
0.0,51,white,41,False
15165.1587254,52,nonwhite,5,True
0.0,50,nonwhite,61,False
10481.1740069,50,nonwhite,32,True
5206.19930617,50,nonwhite,12,True
8365.6596458,52,white,65,False
7656.48258515,50,white,8,True
16669.5281878,50,nonwhite,15,True
13107.3652063,51,white,19,True
14226.0100929,50,white,50,False
17902.0956671,50,white,1,True
24905.6085187,51,white,22,True
12934.0645691,52,nonwhite,67,False
25100.5918242,53,white,59,False
8293.48679206,52,white,41,False
0.0,50,white,60,False
22825.098281,52,white,53,False
9364.57304868,52,nonwhite,36,False
14911.2082344,52,white,20,False
0.0,52,nonwhite,14,True
30208.4252552,51,white,14,True
13950.0006245,53,white,26,False
9863.30553763,52,nonwhite,39,False
16774.6976003,50,white,52,False
4049.57653042,52,nonwhite,6,True
16352.5615838,53,white,52,False
28670.6416256,51,nonwhite,19,True
19165.5830493,53,white,14,True
12967.8107551,53,white,63,False
0.0,50,white,15,True
27942.6694023,53,white,47,False
21161.3424775,53,white,6,True
0.0,53,white,40,False
9370.88324443,52,white,30,False
11038.3553079,50,nonwhite,8,True
0.0,53,white,68,False
6371.55831487,50,white,34,True
16052.7804086,52,white,32,False
14146.8050113,50,nonwhite,55,False
21595.1741201,53,nonwhite,45,False
16684.3836708,50,nonwhite,51,False
20631.7600976,51,nonwhite,32,False
12840.7953791,51,white,15,True
0.0,50,white,72,False
25235.8337853,52,white,45,False
11510.6514184,51,white,52,False
14862.8027218,50,white,56,False
14584.9566163,53,white,64,False
14592.2043585,53,white,33,False
0.0,51,white,11,True
16942.3585876,53,white,50,False
14524.6109669,51,white,69,False
0.0,51,nonwhite,24,True
9955.8499555,52,white,67,False
15414.0331422,51,white,42,False
23289.0998307,53,white,56,False
12314.4052867,53,nonwhite,37,False
20503.7898359,53,white,64,False
9163.3758928,50,white,38,True
15460.6477409,52,white,64,False
17752.1978451,52,white,56,False
68102.3135839,50,white,1,True
0.0,52,nonwhite,10,True
24641.6617355,52,white,57,False
13882.5751094,53,white,14,True
6935.72506883,53,white,61,False
0.0,51,white,2,True
16655.1458831,52,white,72,False
47800.3421328,50,white,39,True
6732.68880505,50,white,58,False
0.0,50,nonwhite,19,True
0.0,51,white,18,True
7805.83085839,52,white,51,False
24012.8789003,50,white,62,False
6096.29907371,50,nonwhite,6,True
19023.9685222,50,white,22,True
11280.1852511,51,white,68,False
18223.9155389,50,nonwhite,9,True
26527.1529779,50,nonwhite,55,False
0.0,51,nonwhite,35,False
26455.2641394,50,white,29,True
0.0,50,white,36,True
13983.8642093,51,nonwhite,15,True
5105.27262396,51,white,72,False
14866.6987818,52,white,35,False
15960.8678514,52,white,59,False
0.0,51,white,52,False
12393.8708739,51,white,70,False
11006.9974316,51,white,64,False
25621.8256821,52,white,58,False
13654.2314276,53,white,7,True
0.0,51,white,19,True
8374.51062321,52,nonwhite,29,False
0.0,51,white,45,False
9245.93508656,53,white,70,False
9871.32195737,50,white,15,True
15188.2389803,50,white,34,True
0.0,50,white,16,True
6720.87325069,51,white,58,False
14389.940267,50,nonwhite,39,True
8679.72530558,50,white,10,True
12897.301891,51,white,54,False
11637.4504445,51,nonwhite,41,False
24144.0125562,51,white,54,False
10802.6609268,53,white,24,False
11150.3662917,50,white,61,False
16016.2745194,51,white,23,True
23498.7595098,50,white,61,False
0.0,52,white,69,False
8924.54551826,50,white,50,False
0.0,51,nonwhite,59,False
7344.56096873,52,white,5,True
14315.1532325,51,white,43,False
0.0,52,white,30,False
4563.00101055,53,nonwhite,65,False
12522.5937961,52,white,4,True
0.0,51,nonwhite,5,True
8010.38476839,52,white,27,False
50594.4237473,52,white,62,False
0.0,52,nonwhite,63,False
0.0,50,white,57,False
10616.4005691,50,white,39,True
0.0,52,white,7,True
15001.8512808,50,white,17,True
12857.9611774,52,white,44,False
0.0,51,white,60,False
12124.0547458,51,white,4,True
35932.1988975,51,white,14,True
0.0,52,nonwhite,22,False
7449.33295125,51,white,17,True
18102.622362,52,white,40,False
11866.8443341,51,white,44,False
11401.378366,53,white,35,False
10052.4232721,53,white,60,False
48084.687639,51,white,50,False
9256.77669855,51,white,71,False
20936.9751349,51,white,20,True
13983.0942238,50,nonwhite,26,True
19331.4365993,50,white,49,False
19572.8715494,52,white,66,False
12753.9886307,52,white,11,True
23770.6830909,50,white,72,False
0.0,52,white,8,True
22308.5662161,52,white,30,False
21226.7450677,52,white,39,False
9970.15240581,50,white,16,True
16569.5642479,52,white,12,True
22219.5682571,52,white,35,False
15796.3390632,53,nonwhite,26,False
7067.96536336,52,nonwhite,52,False
11685.1862154,53,white,49,False
5845.31138029,53,white,33,False
28080.6054987,53,white,11,True
0.0,50,white,4,True
38947.4171852,50,white,40,False
0.0,52,white,58,False
26527.8284667,50,white,54,False
0.0,51,white,59,False
19751.3815006,51,white,33,False
5008.79637398,50,white,22,True
0.0,52,nonwhite,1,True
0.0,50,nonwhite,29,True
4008.80920885,53,white,11,True
16468.6377395,53,white,42,False
12968.2715809,52,white,25,False
0.0,51,nonwhite,31,False
16660.5628792,51,white,73,False
0.0,50,white,16,True
19560.4508466,52,white,60,False
10864.7601271,53,white,45,False
9554.48582514,53,white,72,False
20827.5760805,53,white,23,False
24656.8869675,50,nonwhite,51,False
12708.82449,51,white,36,False
10774.7938155,51,white,13,True
0.0,53,nonwhite,62,False
13479.0446455,53,white,17,True
236.522542255,53,white,47,False
0.0,53,white,33,False
11991.4688217,52,white,43,False
8577.087578,51,nonwhite,21,True
7069.28970457,50,white,63,False
7640.0263185,53,white,51,False
14572.6702166,53,white,38,False
9458.18862892,50,white,15,True
30399.7409038,50,white,33,True
50233.6715534,51,white,48,False
28584.3366368,53,white,41,False
0.0,51,nonwhite,49,False
12216.7963351,51,nonwhite,66,False
0.0,53,white,58,False
46007.0681585,50,white,36,True
0.0,51,nonwhite,12,True
11556.7017944,53,white,13,True
13614.55034,51,nonwhite,43,False
19702.9018704,53,white,24,False
0.0,53,nonwhite,72,False
13058.584362,51,nonwhite,60,False
11464.343901,52,white,73,False
24978.6769134,51,white,70,False
15897.97731,52,white,48,False
0.0,53,nonwhite,26,False
40950.3231959,51,white,20,True
262050.17135,51,white,62,False
7829.15316653,51,white,43,False
7777.69270856,50,white,19,True
9096.25175325,53,white,20,False
0.0,51,nonwhite,52,False
19657.5665418,52,white,40,False
0.0,51,white,22,True
16657.0377393,50,white,73,False
16012.8908879,52,white,44,False
15813.3073913,51,white,24,True
19244.1012233,51,white,3,True
9574.33292671,52,white,25,False
13224.3573007,51,white,1,True
17423.595954,50,white,46,False
12327.0012724,50,white,62,False
6516.88660501,53,white,65,False
0.0,53,white,4,True
0.0,51,white,23,True
5898.46227281,53,white,43,False
0.0,52,white,46,False
15098.7430434,50,white,16,True
16625.1799278,52,white,49,False
7045.81020351,52,nonwhite,51,False
8896.75532062,53,white,47,False
8363.88193369,53,white,31,False
11510.1717134,51,white,70,False
14236.2433179,51,white,15,True
21737.2271857,50,white,2,True
0.0,50,white,47,False
0.0,50,nonwhite,57,False
9592.40307597,51,white,17,True
6052.7806006,50,nonwhite,38,True
5461.63414014,53,white,41,False
34527.0131493,52,white,61,False
9793.69626079,50,white,64,False
15154.652198,50,white,49,False
0.0,52,white,26,False
0.0,51,nonwhite,23,True
11768.3314255,50,white,5,True
13350.3563651,53,nonwhite,33,False
15478.4516228,53,white,3,True
2296.31466347,52,nonwhite,37,False
29422.5897575,52,white,23,False
21014.549831,53,white,54,False
24375.9847841,50,white,30,True
26514.6991441,51,white,27,False
17158.8219519,52,white,22,False
37908.2859639,53,nonwhite,36,False
13119.6764641,51,white,36,False
21443.1239844,50,white,43,False
0.0,50,white,47,False
12544.9742549,53,white,4,True
9964.91439222,51,white,63,False
16640.3747584,53,white,60,False
71919.3201447,53,white,70,False
18844.1380488,51,nonwhite,24,True
14655.746111,53,nonwhite,2,True
0.0,53,nonwhite,43,False
14564.6042521,52,white,15,True
26785.3011108,51,white,23,True
10956.3987389,51,nonwhite,57,False
13179.6971176,53,nonwhite,51,False
9362.91916702,51,nonwhite,45,False
13858.0958461,52,nonwhite,63,False
20535.9651694,53,white,42,False
12913.4324679,52,white,18,True
6547.43121082,52,nonwhite,26,False
17900.3407512,53,nonwhite,12,True
16517.1461875,50,white,54,False
17190.8053081,53,white,26,False
10181.8624634,52,white,10,True
0.0,51,nonwhite,55,False
0.0,52,nonwhite,22,False
8172.492507,52,nonwhite,61,False
7803.03756862,51,white,11,True
7338.46886142,50,white,40,False
12520.260552,53,white,7,True
0.0,52,nonwhite,42,False
19429.2281312,53,nonwhite,18,True
16323.7460087,53,nonwhite,59,False
8587.95100607,50,white,16,True
0.0,53,white,34,False
0.0,50,white,32,True
22466.6719819,51,white,29,False
15113.9405797,50,white,17,True
7553.17415105,50,white,14,True
6449.85525233,51,white,1,True
11497.22816,52,white,18,True
0.0,51,white,26,False
0.0,51,white,45,False
115011.599012,52,white,18,True
0.0,52,nonwhite,24,False
1391.02929488,50,white,12,True
12088.0193707,53,white,42,False
5230.02751616,51,nonwhite,2,True
0.0,53,nonwhite,35,False
8650.71345107,52,white,48,False
5384.69896481,50,white,39,True
9235.94797019,52,white,12,True
12588.3159987,51,white,69,False
11663.9714367,51,white,39,False
12899.9514668,53,white,9,True
0.0,53,white,15,True
11682.7583464,51,white,72,False
0.0,51,nonwhite,12,True
0.0,53,white,47,False
13458.5268089,52,white,65,False
31870.2678235,51,white,44,False
13080.982503,51,white,51,False
18844.941457,53,white,27,False
0.0,53,nonwhite,61,False
16108.5816082,52,nonwhite,10,True
22817.154228,50,white,57,False
14929.1667523,50,white,67,False
16106.6666312,53,white,68,False
13328.1602213,53,white,59,False
8493.86964615,50,white,11,True
17777.6994799,50,nonwhite,68,False
0.0,52,white,2,True
31913.0735322,50,white,29,True
9524.78157978,50,nonwhite,47,False
15929.6223944,52,white,44,False
10308.5217429,50,nonwhite,32,True
0.0,53,white,23,False
5136.4880272,51,nonwhite,47,False
8396.81424477,52,white,63,False
7023.04653454,50,white,28,True
15319.5350117,50,white,22,True
9340.50039406,52,white,32,False
8036.16330022,51,white,42,False
26646.5412302,52,white,34,False
0.0,52,white,64,False
25072.2065768,50,white,73,False
13203.1175216,50,nonwhite,65,False
6917.87670028,50,white,46,False
15578.463778,52,white,58,False
12500.3039898,50,white,27,True
16583.5886234,51,white,68,False
17124.8356833,52,white,44,False
43553.594424,51,white,66,False
27023.0129183,51,white,6,True
0.0,50,white,8,True
7953.0169831,51,white,33,False
0.0,50,white,33,True
28193.1839868,50,white,19,True
0.0,53,white,26,False
10300.1119974,52,nonwhite,42,False
15523.8139545,50,white,35,True
0.0,52,white,6,True
12289.523219,50,white,48,False
0.0,53,white,42,False
25236.7192943,50,white,63,False
15538.7971406,53,white,58,False
11958.2789178,51,white,59,False
11883.1574176,51,white,55,False
7962.28870438,53,white,38,False
19154.6789483,51,white,34,False
0.0,52,nonwhite,6,True
14192.695204,51,white,5,True
0.0,50,nonwhite,38,True
8290.86826663,51,white,59,False
21902.0920961,52,white,22,False
0.0,53,nonwhite,35,False
0.0,53,white,57,False
0.0,50,white,64,False
10494.7217325,53,white,52,False
9979.70832651,53,white,21,False
0.0,52,white,6,True
15070.3420712,51,white,21,True
12546.2239323,53,white,57,False
25692.6834792,51,white,68,False
9408.0683042,51,white,1,True
21615.6872035,52,nonwhite,72,False
0.0,51,white,55,False
0.0,51,white,22,True
17295.7471717,52,white,43,False
11801.3807143,52,white,44,False
18466.4024709,51,nonwhite,32,False
32792.0964837,50,white,9,True
20823.8579096,51,nonwhite,15,True
26730.3226703,50,white,23,True
11577.7029283,52,white,40,False
11026.6341572,50,nonwhite,73,False
15606.5561042,53,white,37,False
11166.3409913,53,nonwhite,58,False
10436.2229476,53,white,28,False
0.0,50,nonwhite,64,False
22431.8199223,53,white,1,True
0.0,53,white,16,True
0.0,52,nonwhite,32,False
14663.1345169,52,white,36,False
11293.4603107,51,white,66,False
0.0,53,white,31,False
17866.2828172,50,white,35,True
0.0,51,white,4,True
12130.8369751,52,nonwhite,20,False
0.0,50,white,40,False
15579.8987927,52,white,67,False
6623.9610096,53,white,27,False
18845.2851776,50,white,34,True
18493.3362309,52,white,73,False
12959.4516481,51,white,17,True
11359.6054881,53,nonwhite,6,True
11597.2017331,50,nonwhite,48,False
0.0,50,white,5,True
0.0,52,nonwhite,64,False
0.0,51,nonwhite,35,False
12310.7525715,50,white,3,True
30801.07462,50,white,3,True
17646.0429188,50,white,31,True
5123.31787995,51,nonwhite,38,False
22170.7729799,52,white,70,False
13924.1514754,51,white,4,True
6488.44622522,52,nonwhite,5,True
43473.8022238,50,white,58,False
0.0,52,white,51,False
0.0,53,nonwhite,54,False
26282.1353474,51,white,1,True
18657.8002493,52,white,54,False
18364.4619713,50,white,68,False
20540.7202359,52,white,24,False
14073.0599881,53,white,58,False
45918.3624839,51,white,36,False
9127.84647099,52,white,27,False
19471.9038913,53,white,47,False
0.0,51,white,7,True
0.0,50,nonwhite,46,False
0.0,50,white,18,True
15375.610167,53,nonwhite,29,False
6176.18676281,53,white,41,False
11972.2859917,51,nonwhite,30,False
4322.27038222,53,nonwhite,54,False
11230.8808581,52,white,49,False
54675.4171349,51,white,16,True
12901.1616389,52,white,54,False
0.0,52,white,8,True
9484.92147816,53,white,9,True
0.0,50,white,69,False
9270.94023278,53,white,73,False
8413.33469062,50,nonwhite,1,True
7528.2792637,52,nonwhite,45,False
0.0,52,white,56,False
31514.8470797,51,white,72,False
21888.8686086,53,nonwhite,10,True
0.0,52,nonwhite,48,False
12070.6928544,52,white,53,False
9630.62086069,52,white,22,False
13790.0389034,53,white,58,False
18925.1756588,50,nonwhite,27,True
0.0,53,nonwhite,53,False
8192.18131379,53,white,59,False
8605.36757601,51,white,69,False
21791.5653014,50,white,27,True
8451.32183961,53,nonwhite,5,True
17027.03245,52,white,16,True
0.0,52,white,14,True
0.0,51,white,47,False
13944.9551201,52,white,43,False
0.0,52,white,41,False
0.0,50,nonwhite,21,True
6290.50513962,50,white,36,True
13810.6333901,53,white,10,True
22983.6783123,51,nonwhite,6,True
0.0,50,nonwhite,43,False
25702.5055007,51,white,39,False
19412.5336543,50,white,17,True
0.0,52,white,26,False
9115.8289282,53,white,54,False
13251.3902528,52,white,10,True
0.0,52,white,55,False
21046.0836922,51,nonwhite,67,False
15384.0525729,51,white,67,False
0.0,52,white,14,True
8344.59486952,51,white,2,True
0.0,51,white,16,True
0.0,53,white,47,False
11666.3265722,53,white,1,True
0.0,53,white,62,False
19862.779453,51,white,38,False
0.0,51,white,40,False
5270.72533692,51,white,15,True
20610.31705,52,white,30,False
13617.4212485,51,nonwhite,53,False
15006.0008842,53,white,35,False
9387.05265026,53,white,21,False
25787.6744701,50,white,46,False
0.0,51,white,57,False
0.0,53,white,59,False
20002.7862367,50,white,43,False
13588.630799,51,nonwhite,56,False
30092.7084236,51,white,66,False
18847.6725354,51,white,33,False
17603.7429974,50,white,64,False
11783.974482,50,nonwhite,8,True
5723.92621196,53,white,66,False
5515.77944912,53,white,49,False
39410.031824,50,nonwhite,11,True
0.0,53,white,15,True
15668.1802679,53,nonwhite,13,True
13581.7579467,53,white,26,False
13095.1469612,53,white,29,False
16818.8059706,52,white,3,True
0.0,52,white,47,False
16958.6328539,52,white,49,False
10329.4112263,51,white,67,False
0.0,50,white,22,True
8025.88834001,52,nonwhite,40,False
26839.8555547,51,white,36,False
10518.659142,52,white,44,False
5565.13009309,53,white,12,True
19950.2648325,52,nonwhite,2,True
27295.2141371,50,white,31,True
24449.9197175,53,white,69,False
44811.0849701,53,white,65,False
19155.7754665,53,white,49,False
0.0,50,nonwhite,13,True
15438.4549844,50,white,71,False
8375.15066411,51,white,13,True
15524.1503778,51,white,23,True
27521.9533778,51,white,23,True
19310.2472292,52,white,68,False
6984.87153225,50,white,61,False
9888.50050302,53,white,31,False
18738.8764484,52,white,20,False
8182.82160868,50,nonwhite,66,False
13514.8457843,51,nonwhite,15,True
17505.7987745,50,white,59,False
9213.34421497,52,white,25,False
10920.3300363,50,nonwhite,38,True
36933.4764617,51,white,42,False
14201.7070467,50,nonwhite,12,True
15297.7233472,52,white,48,False
0.0,51,nonwhite,68,False
7829.05503964,53,nonwhite,73,False
14102.6081508,53,white,44,False
6828.39274971,53,white,2,True
0.0,52,nonwhite,21,False
5739.05685511,51,nonwhite,54,False
7219.02454731,52,white,61,False
13414.6570308,50,white,70,False
0.0,53,white,37,False
11183.6046843,51,white,29,False
13965.2896273,53,white,72,False
0.0,50,nonwhite,6,True
12369.8949716,51,white,64,False
29327.5104529,53,white,23,False
16691.9234573,50,white,35,True
21264.1652108,52,white,66,False
11935.7441523,50,white,24,True
11107.7167084,51,white,3,True
8004.90530015,53,white,71,False
0.0,53,white,49,False
11047.0099532,52,white,48,False
41731.5448822,53,white,5,True
10336.2448968,53,white,53,False
8205.87331435,53,white,52,False
11354.6791178,51,nonwhite,5,True
17094.659636,52,white,33,False
5409.87791996,50,nonwhite,25,True
6620.64923805,52,nonwhite,45,False
11519.1360315,53,white,11,True
0.0,53,nonwhite,55,False
14444.507089,51,white,57,False
10364.1008471,52,nonwhite,64,False
10652.6247154,50,nonwhite,63,False
4610.75348749,52,nonwhite,1,True
0.0,50,nonwhite,32,True
8590.11964382,53,white,70,False
18073.8460237,51,white,23,True
18716.8678557,50,white,4,True
0.0,50,white,36,True
11233.0913707,52,nonwhite,66,False
15102.7969535,51,white,47,False
10367.928356,51,white,72,False
11833.1235665,52,white,15,True
19812.7070609,52,nonwhite,34,False
15167.0221862,53,nonwhite,58,False
21503.6744236,50,white,18,True
18312.1149076,53,white,70,False
39609.9898736,52,white,30,False
12448.3546142,52,nonwhite,38,False
